Generate random seed 1871129333242588
Generate random seed 1871113774698130
Generate random seed 1871118960879616
Generate random seed 1871094758699348
Generate random seed 1871162179058666
Generate random seed 1871151806695694
Generate random seed 1871136248151236
Generate random seed 1871105131062320
Generate random seed 1871156992877180
Generate random seed 1871146620514208
Generate random seed 1871099944880834
Generate random seed 1871165636512990
Generate random seed 1871110317243806
Generate random seed 1871167365240152
Generate random seed 1871125875788264
Generate random seed 1871139705605560
2	0.000   0.0000   1000
6	0.000   0.0000   1000
4	0.000   0.0000   1000
8	0.000   0.0000   1000
13	0.000   0.0000   1000
9	0.000   0.0000   1000
5	0.000   0.0000   1000
14	0.000   0.0000   1000
7	0.000   0.0000   1000
16	0.000   0.0000   1000
12	0.000   0.0000   1000
15	0.000   0.0000   1000
1	0.000   0.0000   1000
3	0.000   0.0000   1000
10	0.000   0.0000   1000
11	0.000   0.0000   1000
Generate random seed 1920562086273900
Generate random seed 1920558628810600
Generate random seed 1920556900078950
Generate random seed 1920569001200500
Generate random seed 1920570729932150
Generate random seed 1920577644858750
Generate random seed 1920586288517000
Generate random seed 1920584559785350
Generate random seed 1920593203443600
Generate random seed 1920601847101850
Generate random seed 1920603575833500
Generate random seed 1920607033296800
Generate random seed 1920622592992651
Generate random seed 1920624321724302
Generate random seed 1920617406797698
Generate random seed 1920627779187604
24	0.000   0.0000   1000
21	0.000   0.0000   1000
25	0.000   0.0000   1000
26	0.000   0.0000   1000
27	0.000   0.0000   1000
29	0.000   0.0000   1000
32	0.000   0.0000   1000
18	0.000   0.0000   1000
20	0.000   0.0000   1000
22	0.000   0.0000   1000
30	0.000   0.0000   1000
31	0.000   0.0000   1000
17	0.000   0.0000   1000
19	0.000   0.0000   1000
28	0.000   0.0000   1000
23	0.000   0.0000   1000
Generate random seed 1939296847964343
Generate random seed 1939270916890488
Generate random seed 1939293390487829
Generate random seed 1939305491655628
Generate random seed 1939277831843516
Generate random seed 1939288204273058
Generate random seed 1939334880205997
Generate random seed 1939283018058287
Generate random seed 1939303762917371
Generate random seed 1939262273199203
Generate random seed 1939319321561684
Generate random seed 1939314135346913
Generate random seed 1939264001937460
Generate random seed 1939333151467740
Generate random seed 1939327965252969
Generate random seed 1939324507776455
47	0.000   0.0000   1000
34	0.000   0.0000   1000
46	0.000   0.0000   1000
37	0.000   0.0000   1000
35	0.000   0.0000   1000
45	0.000   0.0000   1000
43	0.000   0.0000   1000
48	0.000   0.0000   1000
39	0.000   0.0000   1000
40	0.000   0.0000   1000
42	0.000   0.0000   1000
38	0.000   0.0000   1000
36	0.000   0.0000   1000
41	0.000   0.0000   1000
33	0.000   0.0000   1000
44	0.000   0.0000   1000
Generate random seed 1959271453272168
Generate random seed 1959262809547008
Generate random seed 1959226505901336
Generate random seed 1959242064606624
Generate random seed 1959205760960952
Generate random seed 1959233420881464
Generate random seed 1959276639507264
Generate random seed 1959221319666240
Generate random seed 1959245522096688
