Generate random seed 2366762921753762
Generate random seed 2366766379411000
Generate random seed 2366778481211333
Generate random seed 2366773294725476
Generate random seed 2366785396525809
Generate random seed 2366788854183047
Generate random seed 2366792311840285
Generate random seed 2366800955983380
Generate random seed 2366797498326142
Generate random seed 2366806142469237
Generate random seed 2366811328955094
Generate random seed 2366823430755427
Generate random seed 2366828617241284
Generate random seed 2366833803727141
Generate random seed 2366826888412665
Generate random seed 2366835532555760
13	0.005   0.0050   1000
12	0.004   0.0040   1000
14	0.007   0.0070   1000
6	0.000   0.0000   1000
15	0.017   0.0167   1000
5	0.000   0.0000   1000
9	0.000   0.0000   1000
16	0.033   0.0319   1000
11	0.000   0.0000   1000
1	0.000   0.0000   1000
4	0.000   0.0000   1000
7	0.000   0.0000   1000
2	0.000   0.0000   1000
8	0.000   0.0000   1000
3	0.000   0.0000   1000
10	0.000   0.0000   1000
Generate random seed 2429252205126620
Generate random seed 2429231459058476
Generate random seed 2429200339956260
Generate random seed 2429267764677728
Generate random seed 2429271222355752
Generate random seed 2429234916736500
Generate random seed 2429208984151320
Generate random seed 2429222814863416
Generate random seed 2429272951194764
Generate random seed 2429241832092548
Generate random seed 2429245289770572
Generate random seed 2429215899507368
Generate random seed 2429205526473296
Generate random seed 2429255662804644
Generate random seed 2429264306999704
Generate random seed 2429226272541440
18	0.061   0.0573   1000
29	0.469   0.2490   1000
25	0.263   0.1938   1000
31	0.503   0.2500   1000
24	0.220   0.1716   1000
32	0.567   0.2455   1000
30	0.501   0.2500   1000
17	0.041   0.0393   1000
19	0.074   0.0685   1000
23	0.185   0.1508   1000
22	0.178   0.1463   1000
21	0.129   0.1124   1000
20	0.099   0.0892   1000
28	0.387   0.2372   1000
27	0.368   0.2326   1000
26	0.324   0.2190   1000
Generate random seed 3736743590595738
Generate random seed 3736769532109293
Generate random seed 3736728025687605
Generate random seed 3736772990977767
Generate random seed 3736715919647946
Generate random seed 3736762614372345
Generate random seed 3736778179280478
Generate random seed 3736776449846241
Generate random seed 3736733213990316
Generate random seed 3736753967201160
Generate random seed 3736741861161501
Generate random seed 3736736672858790
Generate random seed 3736755696635397
Generate random seed 3736705543042524
Generate random seed 3736721107950657
Generate random seed 3736710731345235
33	0.579   0.2438   1000
47	0.928   0.0668   1000
39	0.804   0.1576   1000
48	0.934   0.0616   1000
46	0.913   0.0794   1000
34	0.658   0.2250   1000
38	0.782   0.1705   1000
36	0.732   0.1962   1000
41	0.847   0.1296   1000
44	0.880   0.1056   1000
42	0.868   0.1146   1000
45	0.903   0.0876   1000
40	0.808   0.1551   1000
35	0.681   0.2172   1000
37	0.763   0.1808   1000
43	0.867   0.1153   1000
Generate random seed 3776653467784576
Generate random seed 3776669032741462
Generate random seed 3776655197224230
Generate random seed 3776663844422500
Generate random seed 3776672491620770
Generate random seed 3776682868258694
Generate random seed 3776686327138002
Generate random seed 3776689786017310
Generate random seed 3776694974336272
Generate random seed 3776707080413850
Generate random seed 3776703621534542
Generate random seed 3776710539293158
Generate random seed 3776717457051774
Generate random seed 3776720915931082
Generate random seed 3776724374810390
Generate random seed 3776726104250044
59	0.983   0.0167   1000
50	0.959   0.0393   1000
58	0.988   0.0119   1000
64	0.995   0.0050   1000
55	0.984   0.0157   1000
54	0.978   0.0215   1000
49	0.939   0.0573   1000
56	0.990   0.0099   1000
62	0.995   0.0050   1000
51	0.962   0.0366   1000
53	0.980   0.0196   1000
57	0.985   0.0148   1000
52	0.960   0.0384   1000
60	0.992   0.0079   1000
63	0.992   0.0079   1000
61	0.992   0.0079   1000
Generate random seed 3836188822187680
Generate random seed 3836197469419670
Generate random seed 3836195739973272
Generate random seed 3836204387205262
Generate random seed 3836209575544456
Generate random seed 3836219952222844
Generate random seed 3836216493330048
Generate random seed 3836226870008436
Generate random seed 3836228599454834
Generate random seed 3836238976133222
Generate random seed 3836237246686824
Generate random seed 3836245893918814
Generate random seed 3836249352811610
Generate random seed 3836256270597202
Generate random seed 3836258000043600
Generate random seed 3836261458936396
75	1.000   0.0000   1000
74	1.000   0.0000   1000
65	0.995   0.0050   1000
79	1.000   0.0000   1000
73	0.998   0.0020   1000
67	0.993   0.0070   1000
76	1.000   0.0000   1000
69	0.999   0.0010   1000
66	0.997   0.0030   1000
71	1.000   0.0000   1000
80	1.000   0.0000   1000
68	0.999   0.0010   1000
77	1.000   0.0000   1000
70	1.000   0.0000   1000
72	0.999   0.0010   1000
78	1.000   0.0000   1000
Generate random seed 3965884515855740
Generate random seed 3965887974769060
Generate random seed 3965894892595700
Generate random seed 3965901810422340
Generate random seed 3965906998792320
Generate random seed 3965912189455455
Generate random seed 3965919107282099
Generate random seed 3965920836738760
Generate random seed 3965927754565404
Generate random seed 3965932942935387
Generate random seed 3965941590218692
Generate random seed 3965939860762031
Generate random seed 3965948508045336
Generate random seed 3965951966958658
Generate random seed 3965957155328641
Generate random seed 3965958884785302
90	1.000   0.0000   1000
86	0.999   0.0010   1000
82	1.000   0.0000   1000
95	1.000   0.0000   1000
92	1.000   0.0000   1000
87	1.000   0.0000   1000
96	1.000   0.0000   1000
85	1.000   0.0000   1000
89	1.000   0.0000   1000
83	0.999   0.0010   1000
81	1.000   0.0000   1000
88	1.000   0.0000   1000
94	1.000   0.0000   1000
91	1.000   0.0000   1000
84	1.000   0.0000   1000
93	1.000   0.0000   1000
Generate random seed 3998774485988110
Generate random seed 3998769297587800
Generate random seed 3998776215454880
98	1.000   0.0000   1000
