Generate random seed 689567989046916
Generate random seed 689583540561699
Generate random seed 689581812615612
Generate random seed 689604275914743
Generate random seed 689606003860830
Generate random seed 689618099483439
Generate random seed 689623283321700
Generate random seed 689649202513005
Generate random seed 689650930459092
Generate random seed 689659570189527
Generate random seed 689676849650397
Generate random seed 689680305542571
Generate random seed 689673393758223
Generate random seed 689687217326919
Generate random seed 689694129111267
Generate random seed 689699312949528
1	0.000   0.0000   1000
2	0.000   0.0000   1000
3	0.000   0.0000   1000
4	0.000   0.0000   1000
5	0.000   0.0000   1000
6	0.000   0.0000   1000
7	0.000   0.0000   1000
8	0.000   0.0000   1000
9	0.000   0.0000   1000
10	0.000   0.0000   1000
11	0.000   0.0000   1000
12	0.000   0.0000   1000
13	0.000   0.0000   1000
14	0.001   0.0010   1000
15	0.001   0.0010   1000
16	0.004   0.0040   1000
Generate random seed 700991471459677
Generate random seed 700996655298166
Generate random seed 701003567082818
Generate random seed 701010478867470
Generate random seed 701017390652122
Generate random seed 701026030382937
Generate random seed 701032942167589
Generate random seed 701039853952241
Generate random seed 701043309844567
Generate random seed 701053677521545
Generate random seed 701058861360034
Generate random seed 701064045198523
Generate random seed 701074412875501
Generate random seed 701079596713990
Generate random seed 701084780552479
Generate random seed 701088236444805
17	0.006   0.0060   1000
18	0.011   0.0109   1000
19	0.010   0.0099   1000
20	0.026   0.0253   1000
21	0.024   0.0234   1000
22	0.028   0.0272   1000
23	0.034   0.0328   1000
24	0.036   0.0347   1000
25	0.032   0.0310   1000
26	0.049   0.0466   1000
27	0.031   0.0300   1000
28	0.047   0.0448   1000
29	0.055   0.0520   1000
30	0.052   0.0493   1000
31	0.054   0.0511   1000
32	0.050   0.0475   1000
Generate random seed 712546314254950
Generate random seed 712541130415975
Generate random seed 712549770147600
Generate random seed 712556681932900
Generate random seed 712560137825550
Generate random seed 712567049610850
Generate random seed 712570505503500
Generate random seed 712577417288800
Generate random seed 712580873181450
Generate random seed 712589512913075
Generate random seed 712591240859400
Generate random seed 712599880591025
Generate random seed 712601608537350
Generate random seed 712610248268975
Generate random seed 712611976215300
Generate random seed 712613704161625
33	0.067   0.0625   1000
34	0.083   0.0761   1000
35	0.070   0.0651   1000
36	0.067   0.0625   1000
37	0.095   0.0860   1000
38	0.080   0.0736   1000
39	0.069   0.0642   1000
40	0.087   0.0794   1000
41	0.099   0.0892   1000
42	0.089   0.0811   1000
43	0.107   0.0956   1000
44	0.096   0.0868   1000
45	0.116   0.1025   1000
46	0.114   0.1010   1000
47	0.097   0.0876   1000
48	0.108   0.0963   1000
Generate random seed 723707220923775
Generate random seed 723712404763476
Generate random seed 723703765030641
Generate random seed 723710676816909
Generate random seed 723705492977208
Generate random seed 723717588603177
Generate random seed 723724500389445
Generate random seed 723722772442878
Generate random seed 723721044496311
Generate random seed 723714132710043
Generate random seed 723715860656610
Generate random seed 723726228336012
Generate random seed 723727956282579
Generate random seed 723734868068847
Generate random seed 723729684229146
Generate random seed 723738323961981
49	0.128   0.1116   1000
50	0.114   0.1010   1000
51	0.122   0.1071   1000
52	0.123   0.1079   1000
53	0.112   0.0995   1000
54	0.135   0.1168   1000
55	0.124   0.1086   1000
56	0.144   0.1233   1000
57	0.141   0.1211   1000
58	0.127   0.1109   1000
59	0.136   0.1175   1000
60	0.155   0.1310   1000
61	0.152   0.1289   1000
62	0.168   0.1398   1000
63	0.135   0.1168   1000
64	0.174   0.1437   1000
Generate random seed 739357406273304
Generate random seed 739362590114220
Generate random seed 739369501902108
Generate random seed 739371229849080
Generate random seed 739374685743024
Generate random seed 739381597530912
Generate random seed 739391965212744
Generate random seed 739390237265772
Generate random seed 739398877000632
Generate random seed 739402332894576
Generate random seed 739414428523380
Generate random seed 739423068258240
Generate random seed 739416156470352
Generate random seed 739428252099156
Generate random seed 739431707993100
Generate random seed 739436891834016
65	0.151   0.1282   1000
66	0.166   0.1384   1000
67	0.167   0.1391   1000
68	0.194   0.1564   1000
69	0.177   0.1457   1000
70	0.185   0.1508   1000
71	0.203   0.1618   1000
72	0.187   0.1520   1000
73	0.175   0.1444   1000
74	0.188   0.1527   1000
75	0.199   0.1594   1000
76	0.203   0.1618   1000
77	0.201   0.1606   1000
78	0.185   0.1508   1000
79	0.210   0.1659   1000
80	0.214   0.1682   1000
Generate random seed 757882933657938
Generate random seed 757896757237506
Generate random seed 757914036711966
Generate random seed 757905396974736
Generate random seed 757907124922182
Generate random seed 757884661605384
Generate random seed 757903669027290
Generate random seed 757929588238980
Generate random seed 757922676449196
Generate random seed 757895029290060
Generate random seed 757915764659412
Generate random seed 757934772081318
Generate random seed 757881205710492
Generate random seed 757939955923656
Generate random seed 757945139765994
Generate random seed 757943411818548
81	0.195   0.1570   1000
82	0.205   0.1630   1000
83	0.237   0.1808   1000
84	0.220   0.1716   1000
85	0.237   0.1808   1000
86	0.236   0.1803   1000
87	0.230   0.1771   1000
88	0.241   0.1829   1000
89	0.252   0.1885   1000
90	0.242   0.1834   1000
91	0.251   0.1880   1000
92	0.265   0.1948   1000
93	0.266   0.1952   1000
94	0.232   0.1782   1000
95	0.255   0.1900   1000
96	0.247   0.1860   1000
Generate random seed 778673860048415
Generate random seed 778672132100386
Generate random seed 778677315944473
Generate random seed 778680771840531
Generate random seed 778687683632647
Generate random seed 778689411580676
Generate random seed 778703235164908
Generate random seed 778704963112937
Generate random seed 778725698489285
Generate random seed 778711874905053
Generate random seed 778713602853082
Generate random seed 778730882333372
Generate random seed 778736066177459
Generate random seed 778744705917604
Generate random seed 778748161813662
Generate random seed 778749889761691
97	0.252   0.1885   1000
98	0.262   0.1934   1000
99	0.264   0.1943   1000
100	0.300   0.2100   1000
101	0.261   0.1929   1000
102	0.280   0.2016   1000
103	0.257   0.1910   1000
104	0.295   0.2080   1000
105	0.280   0.2016   1000
106	0.287   0.2046   1000
107	0.287   0.2046   1000
108	0.300   0.2100   1000
109	0.327   0.2201   1000
110	0.301   0.2104   1000
111	0.321   0.2180   1000
112	0.307   0.2128   1000
Generate random seed 799597878424992
Generate random seed 799622069706344
Generate random seed 799616885860340
Generate random seed 799632437398352
Generate random seed 799613429963004
Generate random seed 799603062270996
Generate random seed 799641077141692
Generate random seed 799635893295688
Generate random seed 799646260987696
Generate random seed 799661812525708
Generate random seed 799654900731036
Generate random seed 799675636115052
Generate random seed 799670452269048
Generate random seed 799680819961056
Generate random seed 799679092012388
Generate random seed 799682547909724
113	0.319   0.2172   1000
114	0.315   0.2158   1000
115	0.307   0.2128   1000
116	0.314   0.2154   1000
117	0.316   0.2161   1000
118	0.325   0.2194   1000
119	0.316   0.2161   1000
120	0.332   0.2218   1000
121	0.302   0.2108   1000
122	0.302   0.2108   1000
123	0.348   0.2269   1000
124	0.339   0.2241   1000
125	0.327   0.2201   1000
126	0.337   0.2234   1000
127	0.327   0.2201   1000
128	0.351   0.2278   1000
Generate random seed 833815062004026
Generate random seed 833820245852169
Generate random seed 833808150206502
Generate random seed 833828885599074
Generate random seed 833818517902788
Generate random seed 833830613548455
Generate random seed 833837525345979
Generate random seed 833842709194122
Generate random seed 833851348941027
Generate random seed 833849620991646
Generate random seed 833858260738551
Generate random seed 833861716637313
Generate random seed 833868628434837
Generate random seed 833873812282980
Generate random seed 833877268181742
Generate random seed 833878996131123
129	0.326   0.2197   1000
130	0.359   0.2301   1000
131	0.372   0.2336   1000
132	0.355   0.2290   1000
133	0.342   0.2250   1000
134	0.353   0.2284   1000
135	0.360   0.2304   1000
136	0.360   0.2304   1000
137	0.358   0.2298   1000
138	0.345   0.2260   1000
139	0.358   0.2298   1000
140	0.374   0.2341   1000
141	0.395   0.2390   1000
142	0.388   0.2375   1000
143	0.408   0.2415   1000
144	0.374   0.2341   1000
Generate random seed 844606464660965
Generate random seed 844646207513610
Generate random seed 844641023663265
Generate random seed 844675582665565
Generate random seed 844601280810620
Generate random seed 844615104411540
Generate random seed 844639295713150
Generate random seed 844622016212000
Generate random seed 844625472112230
Generate random seed 844653119314070
Generate random seed 844634111862805
Generate random seed 844665214964875
Generate random seed 844658303164415
Generate random seed 844668670865105
Generate random seed 844673854715450
Generate random seed 844611648511310
145	0.395   0.2390   1000
146	0.367   0.2323   1000
147	0.385   0.2368   1000
148	0.399   0.2398   1000
149	0.386   0.2370   1000
150	0.399   0.2398   1000
151	0.401   0.2402   1000
152	0.399   0.2398   1000
153	0.406   0.2412   1000
154	0.418   0.2433   1000
155	0.411   0.2421   1000
156	0.407   0.2414   1000
157	0.423   0.2441   1000
158	0.418   0.2433   1000
159	0.379   0.2354   1000
160	0.410   0.2419   1000
Generate random seed 859742032488750
Generate random seed 859736848635675
Generate random seed 859750672243875
Generate random seed 859748944292850
Generate random seed 859755856096950
Generate random seed 859761039950025
Generate random seed 859766223803100
Generate random seed 859771407656175
